role,company,exp,salary,location,desc,req
Senior Data Scientist,NutaNXT Technologies,10-20 Yrs,Not disclosed,"Pune, Bengaluru",Senior Data Scientist Job Description Looking For A Person With Hands- On Experience In...,"SAN
Data analysis
Python"
DATA SCIENTIST,Alpha ICT LLP.,5-7 Yrs,Not disclosed,Pune,"Should have a Master s degree in Statistics , Mathematics , Computer Science Interactin...","Computer science
Business objects
Data analysis
Google Analytics
Machine learning
TIBCO
Data structures
Firmware"
SENIOR DATA SCIENTIST AND MACHINE LEARNING ENGINEER,McAfee Software (India) Pvt. Ltd,5-9 Yrs,Not disclosed,Bengaluru,About the role: In this role you will collect and analyze data to spot trends and help ...,"C++
Data analysis
Analytical
Machine learning
Perl
Data mining
MATLAB
Analytics"
Data Scientist ( Virtual/ Work from Home),Axim Technologies,3-5 Yrs,Not disclosed,"Nagpur, Lucknow, Mangalore, Mysore, Indore, Patna, Visakhapatnam, Jaipur","Experience in Big Data technologies Spark, Hadoop (Preferred)Experience working with Da...","IT Skills
Python
Machine Learning
Big Data
work from home
R
Artificial Neural Networks
Data Scientist"
Data Scientist,"Digital Management, Inc.",5-10 Yrs,Not disclosed,Bengaluru,About the Opportunity You have a strong academic background in statistics and machine l...,"Computer science
Data analysis
Factor analysis
Neural networks
Business analytics
Machine learning
Data processing
data visualization"
"Data Scientist, Advanced Analytics",ICL Systems,5-10 Yrs,Not disclosed,Gurgaon,Only ICL Systems offers seamless integration and total visibility in all segments of th...,"Training
Supply chain
Data analysis
Prototype
Network optimization
Machine learning
Debugging
Open source"
Walk-in Drive For Data Scientist - March 19,FTD India Pvt. Ltd,3-5 Yrs,Not disclosed,Hyderabad,"You should Know-how on Extract, Transform and Load (ETL) of Big Data in enterprise envi...","PowerShell
Java
Chatbots
Google Dataflow
Text Mining
Machine Learning
Deep Learning
Data Science"
Senior Data Scientist,Baker Hughes Incorporated,3-8 Yrs,Not disclosed,Bengaluru,"Role Summary: We are looking for a highly motivated individual, passionate about techno...","Computer science
Data analysis
SAS
Coding
Agile
Perl
Ruby
Distribution system"
Data Scientist,MTW LABS INNOVATIONS INDIA PRIVATE LIMITED,1-5 Yrs,Not disclosed,Hyderabad,Job Description What will a 'Data Scientist - Data Analytics' do Providing a full range...,"Data analysis
SAS
Data modeling
Machine learning
SCALA
Agile
Data mining
JIRA"
Data Scientist,TERRA TECHNOLOGY,2-6 Yrs,Not disclosed,Pune,"Data Scientist | E2open Careers Twitter Widget Iframe April 11 , Pune , PNQ , IND Job D...","Data analysis
functions
Tools
Perl
Data mining
research
SQL
Supply chain"
Senior Data Scientist,The Data Team,10-12 Yrs,Not disclosed,"Chennai, Bengaluru",Develop a strong cadence for regular customer outreach programs Requirements Technical:...,"Computer science
Data analysis
Linux
data science
Business analysis
Machine learning
SCALA
test driven development"
Data Scientist,Denave India Pvt Ltd.,2-5 Yrs,Not disclosed,India,"The role requires deep knowledge in designing , planning , testing and deploying analyt...","Computer science
Data analysis
Team management
RDBMS
Machine learning
Information retrieval
Business intelligence
Data mining"
Data Scientist - Quality Assurance,NICE Ltd,3-5 Yrs,Not disclosed,Pune,Brief about the role: Data Science Quality Assurance is a client facing role where the ...,"Data analysis
Manager Quality Assurance
data science
Analytical
Machine learning
Anti money laundering
OLAP
Analytics"
SENIOR DATA SCIENTIST AND MACHINE LEARNING ENGINEER,McAfee Software (India) Pvt. Ltd,5-9 Yrs,Not disclosed,Bengaluru,Role Overview: McAfee is seeking an experienced data scientist to work on our next-gen ...,"C++
Data analysis
Analytical
Machine learning
Perl
Data mining
MATLAB
Analytics"
Lead - Data Scientist,BigTapp India Pvt Ltd,5-8 Yrs,Not disclosed,Chennai,Roles & Responsibilities * Lead & mentor the data analysts and data scientists to achie...,"Tensorflow
Data Modelling
Use Cases
Neural Networks
Tableau
Machine Learning
SQL
Data Science"
Lead - Data Scientist,BigTapp Analytics Pte Ltd,5-7 Yrs,Not disclosed,Chennai,"Work with engineering and research teams on designing, building and deploying data anal...","C++
Data analysis
Prototype
SAS
cassandra
Analytical
Actuarial
SPSS"
Senior Data Scientist,Aera Technology,5-10 Yrs,Not disclosed,Pune,Senior Data Scientist Engineering Do you want to shape the future of enterprise softwar...,"algorithms
SAN
python
Data analysis
software development
Business operations
Computer science
operations"
Data Scientist - Uber Eats Payments,Uber,3-8 Yrs,Not disclosed,Hyderabad,About the Role We are looking for Data Scientist to join our Uber Payment Network (UPN)...,"Product management
Computer science
Root cause analysis
Business leadership
data science
Analytical
Data Analyst
Analytics"
Data scientist,Prolim Infosystems Pvt Ltd.,8-11 Yrs,Not disclosed,Bengaluru,Job Description: Data Scientist Neal Analytics is looking for talented Data Scientists....,"Engineering services
Data analysis
ERP
SAS
Staffing
Project management
Social media
Consulting"
Snr Data Scientist - NBFC,Angel & Genie,5-10 Yrs,Not disclosed,Bengaluru,Job Description Our client is an award - winning leading social impact NBFC based in Be...,"Data analysis
GIT
Analytical
Machine learning
Business intelligence
Analytics
Financial services
SQL"
Data Scientist,dataspire Technologies Private Limited,2-5 Yrs,Not disclosed,Coimbatore,"Data Scientist will be responsible for developing predictive systems, creating efficien...","C++
Data analysis
development
Prototype
large
software
Tools
developing"
Data Scientist,Madhees,5-10 Yrs,Not disclosed,Hyderabad,"Job Description : We are looking for Data Scientists, Bachelors and 5+ yrs relevant exp...","Process design
Logistic regression
Data analysis
NPV
Predictive modeling
Business solutions
Statistics
Monitoring"
Senior Data Scientist,Turings (formerly Tuple),6-11 Yrs,"15,00,000 - 30,00,000 PA.","Delhi NCR, Bengaluru, Hyderabad",We’re looking for Data Scientists to work on our core and business products to help sha...,"deep learning
algorithms
python
data science
Scalability
Data Analysis
Statistical Modeling
data structures"
Lead Data Scientist / Machine Learning Expert,Bidgely Technologies Private Limited,6-9 Yrs,Not disclosed,Bengaluru,Bidgely is looking for extraordinary and dynamic Data Scientists to be part of its core...,"Product management
Computer science
Data analysis
Interpersonal skills
Machine learning
Intellectual property
Data mining
MATLAB"
Principal Data Scientist,AXCESS CONSULTANCY SERVICES,0-3 Yrs,Not disclosed,Delhi,Job Description Please make sure candidate should qualify checklist written below: The ...,"Computer science
Data analysis
Machine learning
SCALA
Apache
microsoft
Adobe
Data mining"
Senior Data Scientist,CAPITALCLOUD INDIA PRIVATE LIMITED,4-9 Yrs,Not disclosed,Bengaluru,"A completed graduate degree in Computer Science, Engineering or any other heavily numer...","Natural Language Processing
Machine Learning
Deep Learning
Nltk
Tensorflow
NLP
Exploratory Data Analysis
Scikit-Learn"
Data Scientist,ETAIOTA Systems,2-5 Yrs,Not disclosed,Bhubaneshwar,Key Responsibilities: Assess accuracy of new data sources and data gathering techniques...,"Logistic regression
Data analysis
Simulation
Machine learning
Data mining
Econometrics
Analytics
Financial services"
Data Scientist,torcai digital media,3-6 Yrs,Not disclosed,Pune,Roles and Responsibilities Understand clients business objectives and strategy to ensur...,"Data analysis
data science
Machine learning
Mentor
Statistics"
Data Scientist,itForte Staffing Services Private Ltd.,3-8 Yrs,Not disclosed,Gurgaon,- Tackle the challenges of featurizing and modelling large and unstructured data using ...,"Text mining
Computer science
deep learning
Data analysis
Machine learning
Data collection
Agile
Investment management"
Data Scientist,Demoport.in,3-5 Yrs,Not disclosed,Chennai,"Provide technical oversights to other team members on solution design, system architect...","Computer science
Cluster analysis
System architecture
Solution design
Data analysis
cassandra
Analytical
Data mining"
Data Scientist,Efftronics Systems Pvt Ltd,5-10 Yrs,Not disclosed,Vijayawada,"About Job Role Responsibilities Knowledge Skills Behavioural Attributes At Efftronics, ...","Data analysis
C++
Data collection
Agile
Service
Predictive modeling
Graphputer science
Data mining"
DATA ARCHITECT/DATA SCIENTIST,AxmiYaN HR Solutions Private Limited,5-10 Yrs,Not disclosed,Gurgaon,Immediate Opening for Data Architect /Data Scientist for a Leading Global IT Co at Gurg...,"Training
MS SQL
Database design
Analytical
Data Architect
Database
Data Analyst
Data mining"
Data Scientist,AXCESS CONSULTANCY SERVICES,0-3 Yrs,Not disclosed,Noida,Please make sure candidate should qualify checklist written below: Ques : Is the candid...,"Supply chain
Data analysis
Statistical analysis
Analytical
Machine learning
Data processing
Data mining
Operations"
SDE - Data Scientist,Zamroo,4-9 Yrs,Not disclosed,Noida,SDE - Data Scientist NOIDA ZAMROO TECHNOLOGY FULL TIME Data Science at Zamroo comprises...,"Computer science
Data analysis
Statistical analysis
Artificial Intelligence
Machine learning
Agile
model development
data visualization"
Data Scientist,Beno Staffing,2-7 Yrs,Not disclosed,Gurgaon,"Roles and Responsibilities: As a Data Scientist at BluePi, you will : 1. Analyse and ex...","Computer science
Data analysis
PDF
Image processing
Staffing
Machine learning
Natural language processing
Analytics"
Senior Data Scientist,ExecBoardinAsia,5-10 Yrs,Not disclosed,Pune,They are looking for a Data Scientist who will support their client product development...,"Data analysis
Process optimization
Data mining
Testing"
Senior Data Scientist,JoinHandsHR,3-8 Yrs,Not disclosed,Mumbai,Require Senior Data Scientist,"Data Scientist
Data Analyst"
Data Scientist,Dasceq,3-5 Yrs,Not disclosed,Bengaluru,Responsibilities for Data Scientist: Data mine and analyze data from company databases ...,"Computer science
SAN
Data analysis
French
Networking
Coding
Predictive modeling
MS Office"
Data Scientist,Dasceq,0-1 Yrs,Not disclosed,Bengaluru,Data mine and analyze data from company databases to drive optimization and improvement...,"Computer science
Data analysis
French
Networking
Coding
Predictive modeling
MS Office
Data mining"
Data Scientist,ALLERIN TECHNOLOGIES Pvt Ltd.,2-7 Yrs,Not disclosed,Mumbai,"Processing, cleansing, and verifying the integrity of data used for analysis Doing ad- ...","Computer science
Data analysis
Tracking
Machine learning
Tools
Data collection
MSC
Data mining"
Manager -Data Scientist,Spectrum Talent Management,5-10 Yrs,Not disclosed,Noida,Roles and Responsibility : Specific skills or requirement - Good knowledge of Statistic...,"Economics
E-learning
advanced analytics
Data analysis
Statistical modeling
Staffing
Mathematics
Talent management"
Data Scientist,AGUILASS,3-6 Yrs,Not disclosed,"Hyderabad, Gurgaon",Job Description Big Data Eco System like Hadoop and Spark and Scala ML Machine learning...,"spark
SCALA
Machine learning
Hadoop
Data Analyst
Business intelligence
big data
Predictive analytics"
Data Scientist,QuarkXpress Publishing R and D India Pvt Ltd,5-7 Yrs,Not disclosed,Mohali,"What You ll Do: We are looking for a Data Scientist who will support our product, sales...","Computer science
Data analysis
Business objects
Google Analytics
Coding
MySQL
Javascript
Predictive modeling"
Data Scientist,Shiras Consulting Pvt. Ltd.,5-10 Yrs,Not disclosed,Bengaluru,Job Description - Data Scientist Understanding and experience with leading supervised a...,"Text mining
Logistic regression
customer segmentation
Data analysis
data science
Neural networks
Network analysis
Machine learning"
data scientist - biotechnology Jobs,Right Step Consulting,2-5 Yrs,Not disclosed,Delhi,"Brief Role : Job Description Conducting direct research, data analysis, and other forma...","Mining
Evaluation
Data analysis
Analytical
KPO
Research
Business intelligence
Operations"
Data Scientist,Korgen Technologies (P) Limited,3-5 Yrs,Not disclosed,Chennai,"• Provide technical oversights to other team members on solution design, system archite...","System architecture
Modification
advanced analytics
Data analysis
Analytical
Map Reduce
Technical
Data mining"
Data Scientist,Busigence Technologies,2-5 Yrs,Not disclosed,Bengaluru,Data Scientist,"Help Desk
Customer Service
data analysis
customer relationship
access controls
Telephony support
Asset Management
Vendor Management"
Data Scientist - Image Processing/Machine Learning,CarbyneTech India,6-10 Yrs,Not disclosed,Hyderabad,proficiency with variety of approaches and models from a reputed institute 6-8 years of...,"Data Science
Logistic Regression
Exploratory Data Analysis
Linear Regression
Advanced Analytics
Decision Trees
SVM
Machine Learning"
Sr. Data Scientist / Machine learning Expert,Bidgely Technologies Private Limited,4-6 Yrs,Not disclosed,Bengaluru,Position Bidgely is looking for extraordinary and dynamic Data Scientists to be part of...,"Product management
Computer science
Data analysis
Statistical analysis
Analytical
Machine learning
Intellectual property
Data mining"
Data Scientist,AXCESS CONSULTANCY SERVICES,0-5 Yrs,Not disclosed,"Gurgaon, haryana",Job Description: Candidate interested in a Student facing/ interaction role Candidate w...,"E-learning
Automation
Data analysis
tableau
Operations Manager
data science
Manager Program Management
Machine learning"
Data Scientist,AXCESS CONSULTANCY SERVICES,0-5 Yrs,Not disclosed,Chennai,Job Description: Candidate interested in a Student facing/ interaction role Candidate w...,"E-learning
Automation
Data analysis
tableau
Operations Manager
data science
Manager Program Management
Machine learning"
Data Scientist,AXCESS CONSULTANCY SERVICES,0-5 Yrs,Not disclosed,Pune,Job Description: Candidate interested in a Student facing/ interaction role Candidate w...,"E-learning
Automation
Data analysis
tableau
Operations Manager
data science
Manager Program Management
Machine learning"
Data Scientist,AXCESS CONSULTANCY SERVICES,0-5 Yrs,Not disclosed,Bengaluru,Job Description: Candidate interested in a Student facing/ interaction role Candidate w...,"E-learning
Automation
Data analysis
tableau
Operations Manager
data science
Manager Program Management
Machine learning"
Senior Data Scientist,Analytics Vidhya Educon Pvt. Ltd,3-8 Yrs,Not disclosed,Bengaluru,Job description: Qualification and Skills Required PhD degree specializing in a relevan...,"Data analysis
data science
Analytical
Machine learning
HTML
Data mining
Analytics
Financial services"
